,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
23,Miserable Place to Work,2.0,A few deceit folks do work there!,"No leadership, company has no regards for employees, major layoffs during pandemic, NO DIVERSITY!!!!!",1 person found this review helpful,2021-04-28, Account Executive ,Jersey City, NJ,Former Employee, more than 3 years
24,Dirt cheap pay,2.0,Benefits free cable i guess,Can't make a living pay starts at 15.35,1 person found this review helpful,2021-04-28, Technician ,Hauppauge, NY,Former Employee, more than 1 year
25,employed for 12 years,1.0,salary and benefits were top notch,management lacked big picture views,Be the first to find this review helpful,2021-04-27, Lead Technician ,Shelton, CT,Former Employee, more than 10 years
26,Great Place to work,5.0,Very smart positive people the lean in to the company and your development,The commute to LIC isn't the best,Be the first to find this review helpful,2021-04-26, Anonymous Employee ,Long Island City, NY,Current Employee, more than 1 year
27,it was good,4.0,it was good ambience and people,out sourcing their engineering work,1 person found this review helpful,2021-04-20, Systems Analyst ,Bethpage, NY,Current Employee,
28,Would Not Recommend,1.0,Met some good people and hard workers,very poorly managed and i would not recommend,Be the first to find this review helpful,2021-04-19, Anonymous Employee ,,,Former Employee, more than 1 year
29,I miss working there!!!,4.0,Good company to work for a great people great benefits great perks. If it wasn’t for the Covid I’d still be working for this company however was laid off because of it.,Needs to make it easier for the employees to move up in the company.,Be the first to find this review helpful,2021-04-19, Receptionist ,,,Former Employee, more than 3 years
30,It’s alright,3.0,Good pay Sufficient time off,Gets frustrating and left to fend for yourself,Be the first to find this review helpful,2021-04-16, Retention Specialist ,,,Former Employee,
31,Warehouse Supply,2.0,"M-F, no weekends and didn't have to deal with customers.","Bad pay, dealing with contract Techs, and the roaches.",Be the first to find this review helpful,2021-04-12, Warehouse Worker ,Bryan, TX,Current Employee, less than 1 year
32,Disaster,1.0,Laid off due to covid,Everything about this dumpster fire of a company,2 people found this review helpful,2021-04-12, Retail Sales Associate ,Piscataway, NJ,Former Employee, more than 1 year
33,Worst place ever,1.0,None no pros at all,Everything. Not a great place to be,Be the first to find this review helpful,2021-04-11, Tech Support Representative ,Jericho, NY,Current Employee,
34,Visa Sponsorship,1.0,"Good Pay & Benefits, Visa Sponsorship",Lack of manpower. no path for advancement,Be the first to find this review helpful,2021-04-07, Lead Engineer ,Plano, TX,Current Employee, more than 3 years
35,Good place to grow,3.0,Good coworkers. The atmosphere was very good and people are really helpfull,Due to the constant inestability on company management people tend to lose focus,Be the first to find this review helpful,2021-04-01, Manager ,,,Former Employee, more than 5 years
36,Nice,4.0,Great place to work at,None great place to be,Be the first to find this review helpful,2021-03-29, Customer Service Representative ,Melville, NY,Current Employee,
37,Its not what it use to be,3.0,it's ok. Not what it use to be,Lack of manpower. no path for advancement,Be the first to find this review helpful,2021-03-16, OSP Field Engineer ,Greenville, NC,Current Employee,
38,Think before applying,2.0,"Great benefits, Good coworkers, take home work vehicle, Free cable service","Low Pay, poor management, No progression in company",Be the first to find this review helpful,2021-03-10, Field Service Technician ,Bridgeport, CT,Former Employee, more than 8 years
39,Suddenlink,3.0,"Great team work, good bonus pay","hourly rate, not being able to help customers due to company policies",Be the first to find this review helpful,2021-03-10, Customer Service Representative/RSA ,,,Former Employee, more than 3 years
40,Great Job,5.0,Everything. Bro it’s lit no cap,Nothing. Literally man it’s almost perfect,Be the first to find this review helpful,2021-03-09, Retention Specialist ,,,Current Employee,
41,Good to start but people are just a number,3.0,Good for first job and there is some young people,Bad salaries and people are just a number,Be the first to find this review helpful,2021-03-05, Software Engineer ,Aveiro,,Former Employee, more than 1 year
42,Sales engineer,4.0,Flexible work from home policy,No periodic raises. Salary doesn’t change much,1 person found this review helpful,2021-03-05, Sales Engineer ,New York, NY,Current Employee, more than 5 years
43,Great Pay,4.0,Pay and Benefits are great all around. Especially for families,Customers Service creates intense issues for in store reps,Be the first to find this review helpful,2021-03-03, Sales Associate ,Oakland, NJ,Current Employee,
44,Meh just ok,1.0,Hours worked shift that was worked,Pay was okay at times,1 person found this review helpful,2021-03-03, Plant Engineer ,New York, NY,Former Employee, more than 8 years
45,Great while it lasted!,4.0,Great income potential and if you have a good supervisor life and work will be much better! team supervisors and office manager are great!!,too many changes too often on the payment structure. became excesive micro management caused by upper management (Director level and above).,Be the first to find this review helpful,2021-02-25, Sales Account Executive ,Newark, NJ,Former Employee, more than 1 year
46,Great company,4.0,Great place to grow in.,Management at company was disorganized.,Be the first to find this review helpful,2021-02-23, Project Coordinator ,Hawthorne, NY,Former Employee,
47,Solid,2.0,Great people and company culture,None at all in terms of cons,Be the first to find this review helpful,2021-02-19, Recruiter ,New York, NY,Current Employee, more than 1 year
48,Accountant,5.0,Great place to learn the job,It can become boring quickly,Be the first to find this review helpful,2021-02-16, Accountant ,,,Former Employee,
49,Altice,1.0,Almost free cable with highest package,"Management doesn't care about the non corporate employees .
Removed alot of benefits that the previous owners had in place
micro managing
Can never get time off approved 
Profits over Customers",Be the first to find this review helpful,2021-02-09, Sales Specialist ,,,Former Employee,
50,Tech support representative,5.0,401k match and overtime allowed,Takes some time to grow,Be the first to find this review helpful,2021-02-09, Tech Support Representative ,New York, NY,Former Employee, less than 1 year
51,"Good place to work,  needs better management.",1.0,"Pay was decent. After hitting the cap, your raise was only 10 cents every 6 months if you were lucky enough or kissed enough (you know what i mean) to get one.",Mentally tiring and exhausting. These people layed everyone off without notice to hire people from India and Mexico.,Be the first to find this review helpful,2021-02-06, Bilingual Technical Support Representative ,Shelton, CT,Former Employee, more than 5 years
52,Headend Supervisor,4.0,"Standby pay, holidays, training and people","Long work hours, staffing issues",Be the first to find this review helpful,2021-02-05, Headend Supervisor ,New York, NY,Current Employee, more than 10 years
53,Good job,5.0,Nice schedule cool bosses easy going,Tough to find clients that spend,Be the first to find this review helpful,2021-02-04, Sales ,West,,Current Employee, more than 1 year
54,Too much pressure,2.0,Be able to work on a young ambient,Too much pressure for sales,Be the first to find this review helpful,2021-02-03, Telemarketing ,Coimbra," Coimbra, Coimbra",Former Employee, less than 1 year
55,Solid Job,4.0,Stable and good people to work with,Very traditional in their working ways. Culture was out of Office Space,Be the first to find this review helpful,2021-02-02, Director of Digital Marketing ,New York, NY,Former Employee,
56,Sad,2.0,Pay was good compared compensation was good,too much drama starts from top down. also too many hours feel like entire life is at work,Be the first to find this review helpful,2021-01-31, Sales Representative ,,,Former Employee,
57,Tech support,1.0,Everything was bad about company,Everything was bad about company and then some,Be the first to find this review helpful,2021-01-29, Tech Support ,,,Former Employee,
58,High turnover. Not Structured for Long term Success,1.0,"Flexible Hours, Meet People, Go at your own Pace",Chargebacks. Horrible Customer Service which Affects Your Sales and Chargebacks,Be the first to find this review helpful,2021-01-20, Sales Associate ,Bryan, TX,Former Employee, more than 1 year
59,Not too bad,3.0,People are nice to work with.,Salary is the minimum possible.,Be the first to find this review helpful,2021-01-20, Senior IT Business Analyst ,Lisbon,,Current Employee,
60,Typical call center,3.0,"Great pay, holiday bonus, great health benefits, triple time","Call center, shift bids, turnover, bad management, desk job",Be the first to find this review helpful,2021-01-19, Technical Support Representative ,,,Former Employee, more than 10 years
61,Great benefits,4.0,Continuous employment and great benefits,Not much room for advancement,Be the first to find this review helpful,2021-01-15, Engineer ,Stratford, CT,Current Employee,
62,Altice benefits,5.0,"Benefits, work schedule, networking s, flexibility",The salary should be higher for this position,Be the first to find this review helpful,2021-01-14, Cash Management Specialist ,,,Current Employee,
63,Just not for me,1.0,You get work outside sometimes good but at night in the winter not good at all,Constantly changing compensation structure and poor installation,Be the first to find this review helpful,2021-01-12, Account Executive ,Oakland, NJ,Former Employee, less than 1 year
64,Over Worked,2.0,Perks: free cable and internet,Mandatory Overtime no matter what,Be the first to find this review helpful,2021-01-10, Commercial ,,,Former Employee,
65,Technology Savvy,3.0,Great environment to learn and be part of new technology innovation,HR was stretched thin and was not available to Management for support with employee performance issues,Be the first to find this review helpful,2021-01-05, Operations Manager ,Bethpage, NY,Former Employee, more than 10 years
66,Good money hard work,3.0,Great time flexibility make ur own scher,Micro managed all the time,Be the first to find this review helpful,2021-01-03, Residential Account Executive ,,,Former Employee,
67,Toxic,1.0,"None, since Altice bought Cablevision it has deteriorated",This had become a toxic work environment,1 person found this review helpful,2020-12-24, Account Executive ,Oakland, NJ,Former Employee, more than 8 years
68,Great job,4.0,"Benefits and commission 
Time off","High turnover rate 
Poor management",Be the first to find this review helpful,2020-12-12, Retention Specialist ,,,Former Employee,
69,Great place to learn,4.0,"- Growth margin
- Team spirit","salary and 
 . . .",Be the first to find this review helpful,2020-12-10, Software Engineer ,Lisbon,,Current Employee, more than 1 year
70,Alright,2.0,Nothing to be honest with you,Everything to be honest with you,Be the first to find this review helpful,2020-12-06, Technical Support Representative ,Jericho, NY,Former Employee, more than 1 year
71,No carrear opportunities,2.0,It's a relatively stable job.,"* Lack of career development. Unless you move to management, you'll stuck in the same position/salary indefinitely. 
* Inability to retain talented people or hire talented and experienced ones.",Be the first to find this review helpful,2020-12-05, Technical Lead ,Lisbon,,Former Employee, more than 10 years
72,Great place to work,5.0,People and work-life balance was great,change of hands from the previous owner caused mass layoffs in CT,Be the first to find this review helpful,2020-11-26, Information Technology ,Shelton, CT,Former Employee, more than 3 years
73,Good environment,3.0,Good opportunities for technology growth,Career's model is not always applicable,Be the first to find this review helpful,2020-11-26, IT Consultant ,Lisbon,,Current Employee,
74,Poor execution,2.0,Commission and lots of freedom,Chargebacks of commission and unrealistic expectations. Poor local reputation of company,Be the first to find this review helpful,2020-11-26, Direct Sales Representative ,,,Former Employee,
75,Don't care about employees or customers,1.0,You primarily work by yourself now and never see anyone because either everyone is too busy or no one cares.,"Too many to share, they took a great company (cablevision) and destroyed it.",Be the first to find this review helpful,2020-11-22, Field Service Technician ,Freeport, NY,Former Employee, more than 5 years
76,Nice technology stack and nice environment,3.0,Nice technology stack and nice environment,"Low sallary, and low carrer progression",Be the first to find this review helpful,2020-11-19, Software Developer ,Aveiro,,Former Employee, more than 1 year
77,Altice,1.0,I don’t recommend to anybody that has a business,Unprofessional no help when needed,Be the first to find this review helpful,2020-10-24, Retention Sales Representative ,Piscataway, NJ,Former Employee, less than 1 year
78,Worst company I've ever worked  for,1.0,Working with great technicians under poor leadership leads to strong friendships,They simply don't care about their employees or customers. Too many to list,2 people found this review helpful,2020-10-15, Technician ,New York, NY,Current Employee, more than 10 years
79,Inbound Sales Representative,5.0,There is enough time off,"Schedule is micromanaged, can’t get up to go to the bathroom",Be the first to find this review helpful,2020-10-13, Inbound Sales Representative ,Piscataway, NJ,Current Employee, less than 1 year
80,Short empoyment,3.0,The immediate management was very nice.,"When Altice took over, lots of changes were made including an eventual shutdown of the office I worked at.",Be the first to find this review helpful,2020-10-10, Customer Service Representative ,,,Former Employee, less than 1 year
81,"Bad for juniors, terrible for seniors",3.0,"Good campus
Good work life balance
Good place to start your career","Little to no filter on hires
Difficulty getting a promotion
Work with outdated technologies and practices
Low salary",Be the first to find this review helpful,2020-10-02, Software Developer ,Aveiro,,Current Employee, more than 3 years
82,Unfair treatment,1.0,"The pay ,holiday pay pto","Terminate good employees. Racist, horrible atmosphere",2 people found this review helpful,2020-10-01, VIRTUAL DISPATCH OPERATOR ,,,Former Employee,
83,Poor Leadership,1.0,"money was decent, hours were ok","leadership didnt care, very wishy washy",2 people found this review helpful,2020-09-30, Coordinator ,,,Former Employee, less than 1 year
84,*,3.0,"Benefits of telco services, discounts in fixed and mobile services and other bussiness","have to wait a few a years (6-7) to see a salary raise, so move out to another area in 2 years or less if your manager/Director/Senior director doesn't complete his promises",Be the first to find this review helpful,2020-09-26, Critical Facility Engineer ,Santo Domingo,,Current Employee, more than 10 years
85,Mismanaged,1.0,Free cable and Internet Service,"Micro Management, No clear direction from Management",2 people found this review helpful,2020-09-23, Account Manager ,,,Former Employee,
86,Laid off during covid after being there for less then 6 months,1.0,you can set your own pricing for fiber. Very laid back and competitive pricing,"laid off during pandemic, they promised to get you back to work and started to recruit other people. They are contributing to the unemployment in NJ. Very sad",1 person found this review helpful,2020-09-17, Enterprise Account Executive ,Paterson, NJ,Former Employee, less than 1 year
87,"Good for a first job, wouldn't recommend for making a career out of it",3.0,You learn a lot of new things,"It feels like everyone makes it harder for you to do your job, b",Be the first to find this review helpful,2020-09-12, Network Engineer ,Santo Domingo,,Current Employee,
88,Positive work environment,5.0,Good opportunity to earn commission,Base salary is too low,Be the first to find this review helpful,2020-09-10, Inbound Sales Representative ,Jericho, NY,Former Employee, more than 3 years
89,"Decent job, if you can be there on time.",4.0,"Good pay, insurance, and hours for the area.","Strict attendance policies, stressful, goals can be hard to reach.",1 person found this review helpful,2020-09-02, Supervisor ,Tyler, TX,Former Employee, more than 10 years
90,Top,5.0,Top class management; clear goals about how they want to be where they want to be,"Rigid organisation, still believes in work from desk",Be the first to find this review helpful,2020-09-01, Team Leader ,Port Louis,,Current Employee,
91,Nice,3.0,Not bad but it should,Nice to be here and working,Be the first to find this review helpful,2020-08-25, CSA - Customer Service Associate ,,,Current Employee,
92,.,4.0,"Real, pay on time and provide job","Low payment, lot of work",1 person found this review helpful,2020-08-16, McDonald's Employee ,Boston, MA,Former Employee,
93,average,3.0,"bagel fridays, nice office view, nice colleague","low pay, bad company policy, no bonus..",Be the first to find this review helpful,2020-08-02, Data Engineer ,New York, NY,Former Employee,
94,Listen to local teams,3.0,"I only worked with them during the transition period after they bought the company I was working for. Thankfully, we got to keep our work conditions and perks.","The new team did not listen to the local team's experience, hence many avoidable mistakes were made and subsequently corrected, adding work hours and straining the budget.",Be the first to find this review helpful,2020-07-29, Senior Communications Specialist ,,,Former Employee,
95,Ok job,2.0,"Good coworkers are pleasant, they usually go above and beyond","Bad management, wouldn’t recommend to a friend",1 person found this review helpful,2020-07-28, Sales ,,,Current Employee, less than 1 year
96,Outsourcing,2.0,Had the cable benefit which they are slowly trying to remove,They are outsourcing everything and trying to micro manage what they have left,2 people found this review helpful,2020-06-22, BBT II ,Bethpage, NY,Current Employee, more than 5 years
97,DO NOT APPLY,1.0,Pay and benefits were good. Free cable if you lived in the system which is a great perk carried from Cablevision. Just a matter of time before that goes away too.,"As a union depot, we thought we had someone behind us. All they do is prolong the inevitable. During layoffs we found out the list changed daily. No reasons what so ever. Then they decided to introduce a new shift where you would work weekends depending on senority. Old timers were safe. So guys even at 19 years got a night shift from a day shift. Union had no say and didn't know why they were doing it. Altice USA may be great as a parent company but ATS is horrible. Cablevision was a family. We had BBQ's, We had meetings to go over issues, we had holiday parties, holiday bonus's.....once we were tricked to going ATS, we lost it all. WORK AND DONT ASK QUESTIONS! They simply do not care what the employee has to say and do not care about quality what so ever. They want the company run by contractors and thats it.",3 people found this review helpful,2020-06-17, BBTIII Field Tech ,Randolph, NJ,Former Employee, more than 10 years
98,Sucks,1.0,Monday thru Friday hours. Never worked weekends.,Literally everything else. Pay sucks. Management sucks. They have no idea what they are doing.,1 person found this review helpful,2020-06-17, Retail Sales Associate ,Arkadelphia, AR,Current Employee, more than 1 year
99,Work place,4.0,"Good place to work, good team atmosphere.",Lack of communications and growth opportunity.,Be the first to find this review helpful,2020-06-09, Manager ,Newark, NJ,Former Employee, more than 10 years
100,Analyst,3.0,Super innovative and positive teams,Bureaucracy and slow processes in some areas,Be the first to find this review helpful,2020-05-30, Analyst ,,,Former Employee,
101,Not a family friendly place to work,1.0,I was able to work Monday to Friday,Altice was concerned with bottom line and not the employee or customer,2 people found this review helpful,2020-05-13, Sales Trainer ,Tyler, TX,Former Employee, more than 5 years
102,Challenging Position Success Depends are the area of the country you are in,3.0,Lots of freedom to sell the way you want,Market is saturated in most markets,Be the first to find this review helpful,2020-05-10, Senior Account Executive ,Bridgeport, CT,Former Employee, more than 8 years
103,Some COVID challenges,2.0,"Good salary, good Cable benefits",Financial bottom line focus only,1 person found this review helpful,2020-05-08, Program Manager ,,,Former Employee, more than 5 years
104,Good,3.0,"Benefits, Time Off, Pay, Time,","Workload, workload, workload. workload, workload",Be the first to find this review helpful,2020-04-29, Anonymous Employee ,,,Former Employee,
105,Great First Job,4.0,"Confortable environment to work, where you lear a lot about infrastructure and processes to build enterprise software.",Some process are unnecessary complex,Be the first to find this review helpful,2020-04-28, Software Engineer ,Aveiro,,Current Employee,
106,Decent,3.0,"Great people, free snacks and television","Terrible schedule, burnout rates are very high",2 people found this review helpful,2020-04-27, Tech Support Representative ,Bronx, NY,Former Employee,
107,AlticeUSA Management Review,2.0,Leader in technology - Innovative - Vision based,A consistent failure to plan before releasing products and services - Negative customer experience,Be the first to find this review helpful,2020-04-22, Operations Manager ,Bethpage, NY,Former Employee, more than 3 years
108,•maintenance of the external plant of the HFC network. •	maintenance of the Altice Fiber Optic network.,5.0,"enough opportunity for professional growth, good salary, and good benefits","It is quite a stressful company, it is difficult to meet the demands of superiors",Be the first to find this review helpful,2020-03-29, OSP Maintenance and Operations Manager ,,,Current Employee, more than 3 years
109,"Altice purchased access to a market, not a company",3.0,Cutting edge technology; fast paced and stimulating environment,Leadership is not interested in developing existing talent,2 people found this review helpful,2020-03-17, Network Operations Manager ,Brasília," Distrito Federal, Distrito Federal",Former Employee, more than 10 years
110,Working for Altice has been my best experience.,5.0,"The pay is good, and you are appreciated.",I dont have any cons.,Be the first to find this review helpful,2020-03-05,  ,,,Former Employee,
111,Decent jobs but with low progression.,4.0,Location and colleagues.  Relaxed atmosphere.,Salary and career progression.,Be the first to find this review helpful,2020-03-04, Business Analyst ,Lisbon,,Former Employee, more than 10 years
112,Large  Company with great challenges.,3.0,"Good stage  for pressure handling, problem solving, strategic approach",Bad salary and no focus on staff.,Be the first to find this review helpful,2020-03-03, Project Manager ,Aveiro,,Current Employee,
113,High earning potential if you can handle the environment,3.0,Can earn good money with aggressive commission plan,Poor communication and cooperation between channels,1 person found this review helpful,2020-02-27, Sales Manager ,Plano, TX,Current Employee, more than 10 years
114,Great company,5.0,"Very dedicated team, family orientated and competitive",High levels of change but competitive direction,Be the first to find this review helpful,2020-02-19, Senior Financial Analyst ,,,Current Employee, more than 3 years
115,Employment uncertainty and aggressive Offshoring of Jobs,1.0,Altice mindset is to do 8 hours and go home.,"Every year a Voluntary Retirement Package is offered. If you do not take it, you are more like to end up losing your job. There's a massive layoff happening from both companies that make up AlticeUSA (Cablevision and Sudden Link). A lot of jobs, are now offshore, meaning out of the country mainly in India. And there is a lot of consultants hired by Tata (an India company) to replace full time employees. Employee benefits shrunk where an employee account was once $21 per month. Now it is approx. $100 a month once the take over took place.  AlticeUSA doesn't like to do business with US companies unless they can get up to 80% off of the cost of doing business. So the products they sell are all foreign. The culture is cut throat. There's no longevity as Americans are being replaced with other personnel from other countries. And ironically, they (foreigners) are getting pay just as much as a Full Time employees from the US. Be careful of the information you give the company. There was an e-mail shared among top execs that was compromised that had employee information such as social security numbers, date of birth, name address and etc that can be used for scam artist to open credit card accounts under your name. And the only recourse the company is doing is paying one year credit monitoring service. After that, we are on our own. For a huge mistake they done. Also, bonus structure is completely unfair. If the division you work for does good, you get a bonus accordingly. If not, well you get nothing. Sadly, executives report to investors the company is doing great. However, they tell the employees the opposite so not to pay out. Check out 2019 financials and news report for yourself. Bottom line is that they are keeping a minimum amount of US employees to satisfy all governments in their foot print. As well as making it uncomfortable to stay and work for them. Most of the executive lives in the Upper East side of Manhattan with Pent Houses worth over $20 million. So they need to support their life style while paying back a huge debt back to investors. Do not think you have a career here. Your hired for  specific time frame and then let go. I know you want the job, but think very cautiously. The crab in the bottom of the barrel is in full affect. Good luck my friends.",6 people found this review helpful,2020-02-19, EIT ,Brooklyn, NY,Current Employee, more than 8 years
116,Do not work here !!!! Run !!!!they are horrible,1.0,Insurance  1st day you start. They have great insurance,"The HR personnel lies to you. Managemet doesnt care about you unless you are of the right skin tone ..
Management didnt beleive me when i told her HR lied about pay and being ramped 
 I know the difference  i have worked telecom sales for over 20 years . She was non chalant and didnt even try to get me my bonus that i was told i would get",2 people found this review helpful,2020-02-10, Anonymous Employee ,Conroe, TX,Former Employee, less than 1 year
117,Engaging,5.0,"Working with latest technology platforms, strong team support,",Company in transition and outlook for long term is in question.,Be the first to find this review helpful,2020-02-06, Technical Support Specialist ,Jericho, NY,Former Employee, more than 10 years
118,Work-Life Balance,3.0,"Good team, great learning curve",No work-life balance is maintained here.,Be the first to find this review helpful,2020-01-29, Committee Administrator ,,,Current Employee, more than 1 year
119,Good to experience,2.0,Lots of changes and new projects coming up,Hard to grow and risk from the changes,2 people found this review helpful,2020-01-23, Business Pl ,,,Current Employee,
120,Stressfull,3.0,Overtime and employee discount service for Internet tv and phone,"You have to work on holidays! Stressed environment, shifts changes etc",1 person found this review helpful,2020-01-17, Tech Support Representative ,Newark, NJ,Former Employee, more than 1 year
121,This company,3.0,"The people there most of them are very helpful and nice and cool to talk to. Nice pay, easy raises if you keep your metrics up and overtime available usually.","Management, not your supervisor and manager but corporate. Schedule changes too often. Every six months.",Be the first to find this review helpful,2020-01-06, Customer Service Representative ,,,Former Employee,
122,Stay Away,1.0,"Used to be a lot, but since the new system and stupid rules put in place, it’s horrible.","Lack of leadership. The directors work from Plano, TX or New York and they’re box ticking managers, not true leaders.",1 person found this review helpful,2020-01-05, Direct Sales Representative ,Enid, OK,Current Employee, more than 1 year
123,I had been working for Altice for 1 year and 4 months,4.0,"- Working with last network technologies;
- Friendly people;","- Low Wages;
- Fast paced deliveries;",Be the first to find this review helpful,2020-01-03, Embedded Software Developer ,,,Current Employee,
124,"can make some good money, hard work long hours",2.0,"uncapped commissions, will be out on own for most of the day","hours are difficult, work at night, door to door sales, budget cuts in customer support and sometimes getting customers installed can be difficult. monthly quotas",Be the first to find this review helpful,2020-01-02, Account Executive ,Yonkers, NY,Former Employee, more than 3 years
125,Avoid working here at all costs,1.0,"Insurance
an extra day off for thanksgiving","-pay (0% consideration if you have experience, raises are a joke, and advancement within the tech levels are almost non existent)
-you are not a human being with a family, your just a number on a spreadsheet.
-absolutely refuse to to work with you if you life changes.  It's your problem, not theirs.
-you have to scavenge for tools, they do not replenish their supply for the technicians.",4 people found this review helpful,2019-12-28, BBT1 ,Tinton Falls, NJ,Current Employee, more than 1 year
126,Loved working here until Altice changed everything,2.0,"Great learning opportunities. Learned so much about the industry and worked with a lot of cool clients. Smart coworkers, pretty laid-back environment. I felt like I had a valuable experience here that has helped me a lot in my career after I left. Amazing medical and dental benefits.","Pay could have been better. They were stingy with promotions and raises. Once Altice started making changes, goals and direction of my department were super unclear. I didn’t like the culture that Altice brought in. They only cared about making money and spending as little as possible. Lots of loyal employees got laid off. After expressing my frustration and nothing changing I decided to leave.",Be the first to find this review helpful,2019-12-23,  ,,,Former Employee,
127,Experience,2.0,Nice friendly coworkers clean workspace,"Corporate environment, you are just a number",1 person found this review helpful,2019-12-23, Tech Support Specialist ,Newark, NJ,Current Employee, more than 3 years
